GDP (no carbon price),A01,A03,B05a,B05b,B05c,B07,B09,C10T12,C13T15,C16,C17,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31T33,D01a,D01b,D01c,D01d,D01e,E,F,G,H49,H50,H51,H52,H53,I,J58T60,J61,J62,K,L,M,N,O,P,Q,R_S
2017-01-01,21915.52003992878,1019.8412908533194,1675.8109256453397,6492.740119008779,35707.3772462212,9522.989505519097,7596.885940685315,21294.667862152965,1561.4102978144822,8310.064328496896,7812.5876410843,18573.936772001172,13459.8230545545,3455.3314010525814,6619.585703074166,5631.413955649479,17372.923620724778,9748.307196697344,4481.617531791682,3154.3133420100703,6715.7427778608135,25493.14772671734,6166.840758235002,6854.345901944972,7015.364327095173,2069.119369154372,2680.978807994968,104.63891916949791,722.5077607577207,3416.9114962155177,71280.48036482505,94532.5330390828,25035.079839743023,1562.8793082563514,5560.023916064163,9253.644008968884,2894.056677526701,20181.415780624084,10405.7344284629,8914.883197479396,10662.20960972292,69002.60508992709,75564.95304308292,25484.64267182626,27537.380627313225,48133.521601948254,45573.34032611632,61482.98847097959,17835.509657244056
2017-04-01,23589.782285335677,1045.014913381584,1661.392541921872,7035.717326724775,34494.529574054926,10703.442118369447,7393.126337866516,22354.22118981622,1486.8576380649079,7813.79948146981,7549.738339120362,19910.15527392115,12929.70746526175,3462.1061631125913,6880.711027590601,5660.430732480653,17269.268639229616,10376.471152623144,4416.121404915184,3045.128028504011,6654.991465917412,27903.30900684308,6077.921129213145,6443.345497506826,7211.890560029119,2072.2715930375625,2722.7083287534833,110.64480857852487,716.4542125941161,3340.5123430123153,75818.17956999376,93293.0817381039,25565.025489203053,1599.9322333043806,5794.107600304731,8928.715036620384,2897.812023124412,21381.05778689568,10389.667360621603,9741.235912416178,10688.008720725016,72054.90805124017,76423.05306806472,27673.325870727665,29462.561467326326,41785.16734707995,45248.18499145524,61778.05099030982,19209.698638668837
2017-07-01,24160.028530353164,1041.5815481201641,1438.0063293641917,7093.565460670482,38108.45221402853,10458.13524914098,7581.408950926311,21404.151811766267,1605.7813904216723,8487.479933130378,7744.203193662731,19837.072014865123,12844.485374877715,3731.1466179155977,7608.084246191754,4908.6449572314295,16941.207461852642,10332.558086838937,4353.480094957054,2882.740320024041,6346.942012311664,24746.479455755998,5625.174905163558,6386.5148649490175,7330.5134538324955,1979.3699249393744,2779.286337645902,104.00323908520032,784.1854663656115,3312.8896656850993,76246.3945091109,92774.37651726672,27001.475126157573,1649.8320844890604,5914.201459846959,9150.338010583562,2882.544473749792,20244.585382416255,10368.34248449209,11321.175041947707,10430.229610617496,72611.13291565406,80488.77865653693,26142.141065699987,27955.58851027729,37611.2659132886,44493.42473059259,60260.79596490331,19080.670721896087
2017-10-01,22556.940486487794,1053.3103626877453,1451.4566057112431,6613.0388010178585,35894.626820510486,10263.631412944698,7566.454700328732,20784.279244157424,1500.676233306998,8040.641726901646,7493.133306576331,20931.694724726593,13869.367081578566,3624.300218438996,7761.932116738643,4981.9366504109785,17245.55133845704,8063.054417053366,4431.20744323282,2716.5958498328528,6531.584532929961,24246.724955369817,5424.009791689987,7227.900910081278,8063.628283351799,2035.8210736847095,2730.84557289128,106.90530992583918,770.8749962469545,3271.464210717216,74239.98562307942,93096.56342325454,25164.00820184393,1658.1911057180341,6115.371834588704,9564.662960349418,2858.7596955276113,19462.273073182947,10401.670450904967,11292.962207306808,10468.948122805105,70293.022240366,79219.88073071699,25551.058372843716,28129.296408972743,35430.168263441876,43139.12763914407,59871.33037778366,19250.366891912567
2018-01-01,24987.85925950474,1116.6142704516126,1461.8578472295483,6393.894503936583,36669.31480254066,9672.876957051789,8103.404222713829,20139.748096258103,1421.6592755469628,7840.567113081632,7482.538903313761,22528.76732398989,13852.377288250602,3607.228935530035,7874.969804706596,4675.758836238468,17434.7825305699,7595.386252387757,4430.934800089571,2594.413455985147,7050.431565631994,24605.82910379841,5281.371304982649,7447.223926545075,7745.38216265118,1943.2184745117474,2759.1178036632305,111.04943109501879,791.4626439467173,3456.0419897167403,79885.43771981918,96324.18998037752,25820.771359501596,1494.0878971757368,6001.541033172262,10533.79754909492,3057.3972412111593,18724.41695173135,10971.973410270939,11895.97227232901,10295.404813598967,71864.9411004852,85994.66470047676,25953.122593169417,28351.53454252086,26351.97399951106,42612.38704176148,60291.737718388584,18399.631050762284
2018-04-01,26499.06416054526,1072.64151428424,1425.7185465528348,6907.914525077414,37354.37223554254,9566.137192806504,7851.85106826667,18617.763199898138,1484.5615545299227,8102.708825933462,7577.663220689698,21742.422210993314,13148.76983303659,3696.518471272917,7312.066641281151,4783.324829736796,16865.055387200326,7402.590609056346,4511.655986819187,2640.866314706655,7562.414440862214,24722.627187625672,5272.894755249124,7518.748074653372,7336.263857562036,1983.4999247720882,2640.743127788167,110.86559421834889,737.4712187949267,3364.539415945663,72319.70583924973,98086.9107839549,24236.011992175423,1501.655333297504,5843.171150384872,10398.173287358419,3156.3891147803247,17733.693116728657,10675.733378976298,11943.364551685303,10440.517094840458,74705.37780885701,77892.8056499283,25225.1318216285,30059.612579985547,26036.52465850551,43491.81808155618,63115.24836239994,18380.97381390333
2018-07-01,27032.741073914258,971.2081777682633,1373.1971822700657,6861.252159634997,39206.32808707528,9509.511520418262,7750.823264353866,19164.42952085375,1495.5733130087972,8114.746850544293,7471.438334895459,23132.953526948324,13641.534998865754,3512.2710665064014,6857.552804592443,4407.935230662432,15159.024060211845,7475.107548147072,4400.620176904249,2657.3616296563428,7645.2231521386775,24089.86006178137,5480.506221063906,7400.225277730877,7476.793962107095,1906.8841980893442,2649.0687696096493,105.60645755386807,722.8071406245953,3350.425328927131,74463.81809600048,99002.97897016365,24942.19314182529,1453.572029947849,5917.595083546508,10064.897875138138,2823.373951722049,16832.410396231004,10849.902863690822,11803.876233221257,10153.417289482666,74213.64922302942,73958.47039569085,25345.573816407337,30464.051282888093,20799.849602572696,44240.38006760899,62665.52235328886,19582.989422771152
2018-10-01,27715.04336713858,966.0211588476112,1499.8251153084773,6254.817174276224,40154.60046138102,10036.335819143233,7617.4449177590395,20146.902419193408,1511.5490907149651,7995.476957591411,7598.327495114297,25057.150437090782,12802.943578659071,3742.1917392180467,6832.587159216286,4960.853231683517,15621.292396706713,7448.319717256364,3978.0414085059742,2645.5575185020657,8034.186522216585,25032.919220549065,5663.409320697969,7714.337458369994,7252.1944569016205,1891.0882131577812,2755.0101679880595,103.48937557708399,737.1343422029273,3300.86636138509,78083.05517500949,99469.8926135471,23440.600819565127,1607.7486110810557,6422.053509844577,10113.481140447868,2779.447125554203,18117.11165656473,10502.907535288456,11728.661369116286,10045.47584359173,79367.61033716293,72836.34179742287,24585.81098543452,31338.87714858576,21340.189517946154,45237.24744992096,60325.839662253966,19595.082710161252
2019-01-01,27369.275746372154,876.4537932175435,1518.287659315318,7369.642418245338,38570.08890176985,10802.30718662587,6808.0380931892205,19315.126731550965,1561.4391958150632,8582.006039892633,7403.8731325878425,25422.836353977105,12661.595679980384,3692.9075809222436,6686.409905366552,4884.568342764516,16545.991773322894,7207.174709603767,4092.3419418152894,2906.255323872769,8624.295316816131,25196.30497099593,5579.679489295628,7159.510684132206,7571.184122183545,1891.1241495483753,2889.868372168422,113.41004352430119,723.7154768851441,3342.791719028389,87994.12558207414,105813.9293468988,22268.793866483826,1710.001997515775,6330.74017506332,10514.531204655015,2802.054514563841,19892.334102252946,9752.95926331082,11635.979803642591,10420.281369901082,74409.370327695,70782.90575859688,23403.462274051868,31822.093888974665,17546.77957666426,40831.83568684573,60828.43927110362,20099.68308106949
2019-04-01,25788.73172040878,879.0068611250007,1634.483001881116,7448.950423513118,36851.01045867225,11437.152395606468,7884.366249434705,20316.39744453572,1674.6203473892938,9167.07054850343,7534.942523830509,23073.4614866121,13818.907381047691,3617.593833491202,6517.017398464994,5173.9505424858,17082.172707458274,7830.706966155046,4004.3192519377576,2940.531819257643,8031.115353322554,26007.74012430197,6053.857833059299,7560.713287347631,7880.453794402318,2068.783007365437,2896.035907825339,114.92434415062951,748.2011757467068,3220.2465443998794,88457.60420699834,121047.36094310577,24417.705494376347,1609.261103803207,7004.18558155944,11452.24463545134,2750.1578983612217,20673.091559406857,9549.883949419216,11790.909143221787,11058.336887964551,71156.68231208857,78621.44023422633,23371.856056359848,35482.23165207986,16354.967696103275,42174.061986697394,63781.77821343754,20997.54624432881
2019-07-01,26898.83136141565,789.7469717960028,1608.1520458479931,6897.317960173775,38290.79663912639,10982.560193218253,7846.312332137423,19498.129546591692,1777.462164378792,9099.977200122425,7253.399942815503,23748.237991410188,13343.708067561163,3722.651899569075,6447.193382331187,5140.7991810824315,17044.95654693122,7500.605323496552,3907.1480772611835,2946.9139182794756,8351.49773973373,24742.331514392394,5563.305144118962,7941.942447488863,7874.395819407201,2071.504157170226,2794.1551026581315,102.59798399686363,691.3247463008769,3377.862920476431,88342.77543612709,113133.82830776412,24007.159679480053,1616.8627513320762,6880.227650578174,11388.830330206083,2726.694212402546,20223.085914504492,8662.594451045514,11234.146347393713,10804.045967780183,68963.98833724722,83589.6999033378,23067.25394875245,33196.01159815902,14501.208967505281,39262.3841963372,58802.27357652433,19392.420570080612
2019-10-01,25704.842160680048,762.2701269377641,1535.9196831965896,7240.446987273221,37529.54482759106,10559.156820609269,7837.5520696783315,19644.305958088087,1871.2204252116474,8338.20107147573,7994.1969218337135,25953.15518782671,14615.388721000738,3281.268123422035,6884.573624297689,5343.14113061069,17682.421376473692,7054.296305641329,3838.20911879708,2949.1612907968465,8710.858963100927,23896.70559509522,5698.147598362435,7827.048872577095,8285.358312762875,2157.9996483416267,2635.391024505661,107.64917916179343,679.5100362372968,3744.922752542598,82258.19568234234,103409.61643638684,21561.74764114004,1575.29648412952,7576.023459245143,10694.479047530638,2683.4308447951103,19701.555054979828,8413.806455296335,11743.127353123757,11031.59606486121,67810.46318141384,88973.4525915221,24308.129338129642,32894.62677372589,13902.369326699807,39028.21224921621,61674.84011438482,19363.645170719738
2020-01-01,23328.86169718326,776.1765663705585,1570.2903625850217,7170.718505130668,35886.6756866563,10818.438937009916,7621.780363389793,19005.95693975336,1807.9113313415617,9161.231601593343,7900.175056205294,25480.408425926966,14383.13527390896,3238.915684957232,7334.76531294164,5311.372710430657,17519.24317103906,6356.253893976212,3682.505145011923,3084.7526917937425,8078.216923363607,25099.740128182828,6247.212616159794,7443.122425553478,8572.119439098282,2223.526858522196,2417.42708799831,105.36052870746872,795.2954206744994,3847.6087159260796,92483.30747837877,104886.20314945107,22062.54944717299,1606.4782471107587,7728.262098880351,11087.610792137031,2965.6363605213437,19437.04726272911,8230.7457186416,11230.9691935153,11098.579470115863,72185.2727622302,91232.92257757537,24285.202430819467,34270.77149514156,13926.315588441163,41546.214271786484,59938.08829612297,18154.825416585987
2020-04-01,24762.798629888028,809.3524656220849,1535.164901322834,6553.184898229388,37971.079411544924,10494.39330971876,7525.022337435705,19800.12360952506,1752.8039694257354,8968.518862352521,8571.104770562159,25782.663190728792,14266.979364549843,3378.3510278997237,6682.253898725453,5075.113919527937,18577.5586877867,6080.834937696138,4034.8101345258506,2966.4545904099386,7835.389268446535,23422.109556598047,5960.860336468208,7713.173260885265,8516.393886224094,2147.9427404449525,2273.0528850673263,109.11384547463527,791.8305176342441,3892.2866696432543,95024.9486838527,101045.51738783222,21861.059030750523,1565.1782696261755,7234.552269638909,12091.534008791057,2960.750762329907,19850.41677579924,8704.944306879079,10467.661260528579,11195.765094691202,76476.2992514654,91793.99261568992,22653.822139573782,35760.189552140466,12530.81692552315,39920.0947103247,59251.079793657605,19687.899995541655
2020-07-01,26575.371742453994,778.9725234772361,1333.0013234609519,6272.84503401849,39148.40034673286,10215.53066856849,7970.82167501114,19323.89110689067,1690.194758671846,8461.1082298216,8812.546795710716,23496.022173684203,12994.692522512747,3382.108657617551,6479.031620827606,4953.30808835809,20110.593659971077,6519.266990985954,3897.494807162709,3265.2659965716703,7483.882776572322,22762.447163564495,6304.138191449684,7776.11936702497,8743.765444071487,1856.109848557515,2084.9169050599367,122.25502113380115,817.9809222500058,3493.9454686878626,94815.70730563886,106075.4042901833,22040.446058204663,1607.4789267746419,8300.023364213917,12148.759292196028,2902.1482462174645,19175.282709742743,8195.173768912366,10635.46383710452,11394.792092264875,76113.79131363303,94766.45528974033,24308.449978927707,35827.792694675525,13961.377790762699,40514.23066182986,60109.02105448984,20501.637670295022
2020-10-01,27641.917512037977,766.510213797502,1352.8579444309426,6159.310098378725,38422.84085409624,10881.016033454905,9035.291318336189,19414.812773732472,1829.3626501208912,8834.195034014198,8954.169095284851,23951.578719660793,13368.005668989315,3409.4841805211095,6931.082167477124,4678.709224441806,19577.090273404145,6020.9749504652145,4145.583792605523,3379.4281326069226,6880.2001842884365,25244.785071052647,6422.842392791288,8453.7981759152,9200.76173066222,1853.2665060845256,2091.93792790976,129.5783425526637,864.0243411041746,3540.7213376116974,99939.7837504351,110657.49306057749,24597.648424805862,1633.9115050437451,8851.037172046472,11999.273873299793,3075.7688336686406,20370.403584406853,8615.435236359104,10942.084452026822,10764.166831364215,78234.38882918934,96105.59250275751,25130.909408552765,40266.24707403636,14242.542071467737,39895.18261678125,66286.68015044915,22374.253478326846
2021-01-01,27443.51962561201,829.1106008883,1330.3248663472614,6682.427084397075,39988.763193365994,10855.800517804788,8689.154513424082,18925.77274299945,1921.5495736550963,9015.779130067292,8870.573454266114,23960.51232924558,14333.471460753903,3093.090961201062,7637.876733249577,4584.390696594993,20153.944733190816,5509.194019535516,4278.023413905295,3080.8717492290093,7416.870496949267,25722.366513328314,6817.562086285351,8127.622275673225,9080.67354638187,1935.232823016233,2015.1761631279667,104.32192529667672,847.8276549515782,3584.05738559526,98403.75779643725,106944.29009148518,23249.88881892845,1559.9108338855144,8839.960510268113,12235.94222238987,3036.9970011511573,22159.998841581997,9081.713621844669,10614.67633284277,12316.07108585764,78290.40386859242,92024.34706491751,24706.957510931636,39846.915890892946,13910.768895808862,38578.056929083265,59123.23102585237,23554.851912417093
2021-04-01,27939.851781307396,857.050883277504,1405.2245883536136,6863.775531498982,41500.77927235008,10844.645927951504,8256.415443368245,18591.413670888756,1888.7159471947862,8202.144248010638,9389.898567651522,24379.226584364762,14720.796501886027,3520.9286210187647,8022.566102518942,4506.682894284833,19845.59001639925,5862.470921724919,4669.937378182716,3358.1570533036506,7451.467396678456,27165.517034653014,6924.880356306427,8699.2660366014,9848.17375191112,2098.518583473592,2131.566504216157,112.65367363775344,805.4905232461349,3988.124308709435,95264.54440091978,107132.84274773841,22723.469667712085,1580.9523495859844,9550.015496108288,11773.410567637107,3053.528693845289,24903.560160006877,9086.39081968486,11522.9738249273,12508.059275965372,90080.30919745058,89763.85764694758,25746.88564165142,39157.141594015455,13860.379071338468,41362.838068051744,59547.53324970009,25330.564624151353
2021-07-01,29175.46478444499,832.9640236311859,1360.4804776638493,6855.87301083434,39826.73660343604,10392.033506081332,8451.088180897616,19477.06856491118,1894.9098496571555,9125.894132321997,9553.18215677244,25150.342404125076,14065.29731889511,3358.9856508310727,7548.273442867919,4140.758272271851,19551.004124006547,5850.154907343661,4272.932387898418,3346.303130199873,7244.884408632014,29083.522357841244,7441.953644714866,9250.290857292892,9751.804766550968,2177.8483700905763,2073.39217869186,116.1117757594217,829.5276347045967,3501.007067484221,90263.80171007341,116574.49371387115,21931.887239494143,1581.7018318949538,8311.048725293012,11787.968930213001,3059.9783654178395,24997.07947175105,9700.15101054645,12722.061447604212,12144.006780087899,97699.21771614703,87955.28850801868,24970.55913584788,38897.14104838762,14474.073561498662,41821.03427494491,57012.965847224856,26113.993141327817
2021-10-01,29011.826135260537,876.1867591896139,1307.0026071876812,7287.428900944354,42219.774831766554,10748.617586246955,8635.954752180569,20189.949533553903,1959.0474364173515,8919.902579646236,8561.358505362261,25803.583065741535,14656.979112929397,3265.805494393589,7256.032250256512,4040.8208876510084,19944.354864269117,6012.001162686564,4492.353326036197,3604.2461026465876,6731.776411731842,27939.093439803553,7283.85913415703,9309.758867101647,10895.83124623047,2282.3711362836198,1934.964459313153,117.47439502243245,758.7937381848539,3619.77239124769,95647.70150706342,122995.46199907828,23970.708533649075,1568.815949787215,8957.55002169363,12703.106729583202,3008.56633459493,25172.296949188647,8926.755424761495,12399.284332456202,12624.938339970986,108420.45921747244,90254.26638744301,25924.16640918696,41117.06683452428,16290.469995767557,45072.644764922814,57378.36425089364,25397.182046262787
2022-01-01,30383.337922511957,947.6325081922456,1367.6329207577285,7239.901404222058,39408.82694032747,11943.752633887338,8504.446879972102,20169.51775642492,1925.1217618023966,8651.141097248965,7668.583948325735,24913.48894542122,14166.126451736243,3288.5668349029406,7228.3230765527205,4297.651941835297,21141.788107027096,5516.018326701304,4709.342609752444,3699.718273498041,6661.617950499105,27130.785525437917,7162.355929848903,9868.069609453127,10821.440390957818,2132.3343003467558,1715.643088467909,115.59952308290751,714.4069466736759,3377.109701560011,99276.8595009711,118972.89670336706,23506.315321416594,1497.6922359986975,9306.161449121022,12716.00218056438,2855.7634176955944,24300.173008436257,9353.05871143532,12550.437020437083,12593.939137052199,109245.36141118307,91566.74286232919,28516.280647354077,41906.74313448405,15774.677196999997,43438.16664798299,55637.40038830987,23488.856702628935
